134.0,1.518,13.71,3.93,1.54,71.81,0.54,8.21,0.0,0.15,2.0
135.0,1.51811,13.33,3.85,1.25,72.78,0.52,8.12,0.0,0.0,2.0
136.0,1.51789,13.19,3.9,1.3,72.33,0.55,8.44,0.0,0.28,2.0
137.0,1.51806,13.0,3.8,1.08,73.07,0.56,8.38,0.0,0.12,2.0
138.0,1.51711,12.89,3.62,1.57,72.96,0.61,8.11,0.0,0.0,2.0
139.0,1.51674,12.79,3.52,1.54,73.36,0.66,7.9,0.0,0.0,2.0
140.0,1.51674,12.87,3.56,1.64,73.14,0.65,7.99,0.0,0.0,2.0
141.0,1.5169,13.33,3.54,1.61,72.54,0.68,8.11,0.0,0.0,2.0
142.0,1.51851,13.2,3.63,1.07,72.83,0.57,8.41,0.09,0.17,2.0
143.0,1.51662,12.85,3.51,1.44,73.01,0.68,8.23,0.06,0.25,2.0
144.0,1.51709,13.0,3.47,1.79,72.72,0.66,8.18,0.0,0.0,2.0
145.0,1.5166,12.99,3.18,1.23,72.97,0.58,8.81,0.0,0.24,2.0
146.0,1.51839,12.85,3.67,1.24,72.57,0.62,8.68,0.0,0.35,2.0
